,Provincias,Edad (3 grupos de edad),Españoles/Extranjeros,Sexo,Año,Total
1406,24,0-15 años,Españoles,Hombres,2019,25452.0
1407,24,0-15 años,Españoles,Mujeres,2021,23011.0
1408,24,0-15 años,Españoles,Mujeres,2020,23546.0
1409,24,0-15 años,Españoles,Mujeres,2019,24195.0
1410,24,0-15 años,Extranjeros,Hombres,2021,1472.0
1411,24,0-15 años,Extranjeros,Hombres,2020,1540.0
1412,24,0-15 años,Extranjeros,Hombres,2019,1426.0
1413,24,0-15 años,Extranjeros,Mujeres,2021,1350.0
1414,24,0-15 años,Extranjeros,Mujeres,2020,1388.0
1415,24,0-15 años,Extranjeros,Mujeres,2019,1310.0
1416,24,0-15 años,% Extranjeros,Hombres,2021,5.7
1417,24,0-15 años,% Extranjeros,Hombres,2020,5.82
1418,24,0-15 años,% Extranjeros,Hombres,2019,5.31
1419,24,0-15 años,% Extranjeros,Mujeres,2021,5.54
1420,24,0-15 años,% Extranjeros,Mujeres,2020,5.57
1421,24,0-15 años,% Extranjeros,Mujeres,2019,5.14
1422,24,16-64 años,Españoles,Hombres,2021,131790.0
1423,24,16-64 años,Españoles,Hombres,2020,133505.0
1424,24,16-64 años,Españoles,Hombres,2019,135742.0
1425,24,16-64 años,Españoles,Mujeres,2021,128735.0
1426,24,16-64 años,Españoles,Mujeres,2020,130098.0
1427,24,16-64 años,Españoles,Mujeres,2019,132010.0
1428,24,16-64 años,Extranjeros,Hombres,2021,7783.0
1429,24,16-64 años,Extranjeros,Hombres,2020,7831.0
1430,24,16-64 años,Extranjeros,Hombres,2019,7469.0
1431,24,16-64 años,Extranjeros,Mujeres,2021,8479.0
1432,24,16-64 años,Extranjeros,Mujeres,2020,8503.0
1433,24,16-64 años,Extranjeros,Mujeres,2019,8010.0
1434,24,16-64 años,% Extranjeros,Hombres,2021,5.58
1435,24,16-64 años,% Extranjeros,Hombres,2020,5.54
1436,24,16-64 años,% Extranjeros,Hombres,2019,5.22
1437,24,16-64 años,% Extranjeros,Mujeres,2021,6.18
1438,24,16-64 años,% Extranjeros,Mujeres,2020,6.13
1439,24,16-64 años,% Extranjeros,Mujeres,2019,5.72
1440,24,65 y más,Españoles,Hombres,2021,53623.0
1441,24,65 y más,Españoles,Hombres,2020,53632.0
1442,24,65 y más,Españoles,Hombres,2019,53261.0
1443,24,65 y más,Españoles,Mujeres,2021,69955.0
1444,24,65 y más,Españoles,Mujeres,2020,70393.0
1445,24,65 y más,Españoles,Mujeres,2019,70232.0
1446,24,65 y más,Extranjeros,Hombres,2021,503.0
1447,24,65 y más,Extranjeros,Hombres,2020,476.0
1448,24,65 y más,Extranjeros,Hombres,2019,394.0
1449,24,65 y más,Extranjeros,Mujeres,2021,644.0
1450,24,65 y más,Extranjeros,Mujeres,2020,607.0
1451,24,65 y más,Extranjeros,Mujeres,2019,500.0
1452,24,65 y más,% Extranjeros,Hombres,2021,0.93
1453,24,65 y más,% Extranjeros,Hombres,2020,0.88
1454,24,65 y más,% Extranjeros,Hombres,2019,0.73
1455,24,65 y más,% Extranjeros,Mujeres,2021,0.91
1456,24,65 y más,% Extranjeros,Mujeres,2020,0.85
1457,24,65 y más,% Extranjeros,Mujeres,2019,0.71
1458,25,0-15 años,Españoles,Hombres,2021,28030.0
1459,25,0-15 años,Españoles,Hombres,2020,28437.0
1460,25,0-15 años,Españoles,Hombres,2019,28783.0
1461,25,0-15 años,Españoles,Mujeres,2021,26824.0
1462,25,0-15 años,Españoles,Mujeres,2020,27246.0
1463,25,0-15 años,Españoles,Mujeres,2019,27569.0
1464,25,0-15 años,Extranjeros,Hombres,2021,7536.0
1465,25,0-15 años,Extranjeros,Hombres,2020,7428.0
1466,25,0-15 años,Extranjeros,Hombres,2019,7067.0
1467,25,0-15 años,Extranjeros,Mujeres,2021,6948.0
1468,25,0-15 años,Extranjeros,Mujeres,2020,6810.0
1469,25,0-15 años,Extranjeros,Mujeres,2019,6464.0
1470,25,0-15 años,% Extranjeros,Hombres,2021,21.19
1471,25,0-15 años,% Extranjeros,Hombres,2020,20.71
1472,25,0-15 años,% Extranjeros,Hombres,2019,19.71
1473,25,0-15 años,% Extranjeros,Mujeres,2021,20.57
1474,25,0-15 años,% Extranjeros,Mujeres,2020,20.0
1475,25,0-15 años,% Extranjeros,Mujeres,2019,18.99
1476,25,16-64 años,Españoles,Hombres,2021,112903.0
1477,25,16-64 años,Españoles,Hombres,2020,112990.0
1478,25,16-64 años,Españoles,Hombres,2019,113309.0
1479,25,16-64 años,Españoles,Mujeres,2021,106731.0
1480,25,16-64 años,Españoles,Mujeres,2020,106669.0
1481,25,16-64 años,Españoles,Mujeres,2019,107028.0
1482,25,16-64 años,Extranjeros,Hombres,2021,37523.0
1483,25,16-64 años,Extranjeros,Hombres,2020,36665.0
1484,25,16-64 años,Extranjeros,Hombres,2019,34510.0
1485,25,16-64 años,Extranjeros,Mujeres,2021,27396.0
1486,25,16-64 años,Extranjeros,Mujeres,2020,27110.0
1487,25,16-64 años,Extranjeros,Mujeres,2019,26048.0
1488,25,16-64 años,% Extranjeros,Hombres,2021,24.94
1489,25,16-64 años,% Extranjeros,Hombres,2020,24.5
1490,25,16-64 años,% Extranjeros,Hombres,2019,23.35
1491,25,16-64 años,% Extranjeros,Mujeres,2021,20.43
1492,25,16-64 años,% Extranjeros,Mujeres,2020,20.26
1493,25,16-64 años,% Extranjeros,Mujeres,2019,19.57
1494,25,65 y más,Españoles,Hombres,2021,37246.0
1495,25,65 y más,Españoles,Hombres,2020,36992.0
1496,25,65 y más,Españoles,Hombres,2019,36525.0
1497,25,65 y más,Españoles,Mujeres,2021,46601.0
1498,25,65 y más,Españoles,Mujeres,2020,46350.0
1499,25,65 y más,Españoles,Mujeres,2019,46074.0
1500,25,65 y más,Extranjeros,Hombres,2021,918.0
1501,25,65 y más,Extranjeros,Hombres,2020,811.0
1502,25,65 y más,Extranjeros,Hombres,2019,684.0
1503,25,65 y más,Extranjeros,Mujeres,2021,1071.0
1504,25,65 y más,Extranjeros,Mujeres,2020,1009.0
1505,25,65 y más,Extranjeros,Mujeres,2019,869.0
1506,25,65 y más,% Extranjeros,Hombres,2021,2.41
1507,25,65 y más,% Extranjeros,Hombres,2020,2.15
1508,25,65 y más,% Extranjeros,Hombres,2019,1.84
1509,25,65 y más,% Extranjeros,Mujeres,2021,2.25
1510,25,65 y más,% Extranjeros,Mujeres,2020,2.13
1511,25,65 y más,% Extranjeros,Mujeres,2019,1.85
1512,27,0-15 años,Españoles,Hombres,2021,16550.0
1513,27,0-15 años,Españoles,Hombres,2020,16811.0
1514,27,0-15 años,Españoles,Hombres,2019,17022.0
1515,27,0-15 años,Españoles,Mujeres,2021,15987.0
1516,27,0-15 años,Españoles,Mujeres,2020,16158.0
1517,27,0-15 años,Españoles,Mujeres,2019,16504.0
1518,27,0-15 años,Extranjeros,Hombres,2021,1188.0
1519,27,0-15 años,Extranjeros,Hombres,2020,1188.0
1520,27,0-15 años,Extranjeros,Hombres,2019,1046.0
1521,27,0-15 años,Extranjeros,Mujeres,2021,1187.0
1522,27,0-15 años,Extranjeros,Mujeres,2020,1183.0
1523,27,0-15 años,Extranjeros,Mujeres,2019,1095.0
1524,27,0-15 años,% Extranjeros,Hombres,2021,6.7
1525,27,0-15 años,% Extranjeros,Hombres,2020,6.6
1526,27,0-15 años,% Extranjeros,Hombres,2019,5.79
1527,27,0-15 años,% Extranjeros,Mujeres,2021,6.91
1528,27,0-15 años,% Extranjeros,Mujeres,2020,6.82
1529,27,0-15 años,% Extranjeros,Mujeres,2019,6.22
1530,27,16-64 años,Españoles,Hombres,2021,90821.0
1531,27,16-64 años,Españoles,Hombres,2020,91988.0
1532,27,16-64 años,Españoles,Hombres,2019,93522.0
1533,27,16-64 años,Españoles,Mujeres,2021,90412.0
1534,27,16-64 años,Españoles,Mujeres,2020,91331.0
1535,27,16-64 años,Españoles,Mujeres,2019,92561.0
1536,27,16-64 años,Extranjeros,Hombres,2021,6740.0
1537,27,16-64 años,Extranjeros,Hombres,2020,6600.0
1538,27,16-64 años,Extranjeros,Hombres,2019,6073.0
1539,27,16-64 años,Extranjeros,Mujeres,2021,6629.0
1540,27,16-64 años,Extranjeros,Mujeres,2020,6468.0
1541,27,16-64 años,Extranjeros,Mujeres,2019,5760.0
1542,27,16-64 años,% Extranjeros,Hombres,2021,6.91
1543,27,16-64 años,% Extranjeros,Hombres,2020,6.69
1544,27,16-64 años,% Extranjeros,Hombres,2019,6.1
1545,27,16-64 años,% Extranjeros,Mujeres,2021,6.83
1546,27,16-64 años,% Extranjeros,Mujeres,2020,6.61
1547,27,16-64 años,% Extranjeros,Mujeres,2019,5.86
1548,27,65 y más,Españoles,Hombres,2021,42259.0
1549,27,65 y más,Españoles,Hombres,2020,41937.0
1550,27,65 y más,Españoles,Hombres,2019,41749.0
1551,27,65 y más,Españoles,Mujeres,2021,53471.0
1552,27,65 y más,Españoles,Mujeres,2020,53568.0
1553,27,65 y más,Españoles,Mujeres,2019,53645.0
1554,27,65 y más,Extranjeros,Hombres,2021,334.0
1555,27,65 y más,Extranjeros,Hombres,2020,318.0
1556,27,65 y más,Extranjeros,Hombres,2019,274.0
1557,27,65 y más,Extranjeros,Mujeres,2021,435.0
1558,27,65 y más,Extranjeros,Mujeres,2020,396.0
1559,27,65 y más,Extranjeros,Mujeres,2019,336.0
1560,27,65 y más,% Extranjeros,Hombres,2021,0.78
1561,27,65 y más,% Extranjeros,Hombres,2020,0.75
1562,27,65 y más,% Extranjeros,Hombres,2019,0.65
1563,27,65 y más,% Extranjeros,Mujeres,2021,0.81
1564,27,65 y más,% Extranjeros,Mujeres,2020,0.73
1565,27,65 y más,% Extranjeros,Mujeres,2019,0.62
1566,28,0-15 años,Españoles,Hombres,2021,474314.0
1567,28,0-15 años,Españoles,Hombres,2020,486075.0
1568,28,0-15 años,Españoles,Hombres,2019,490790.0
1569,28,0-15 años,Españoles,Mujeres,2021,450470.0
1570,28,0-15 años,Españoles,Mujeres,2020,460860.0
1571,28,0-15 años,Españoles,Mujeres,2019,465776.0
1572,28,0-15 años,Extranjeros,Hombres,2021,69960.0
1573,28,0-15 años,Extranjeros,Hombres,2020,70360.0
1574,28,0-15 años,Extranjeros,Hombres,2019,66003.0
1575,28,0-15 años,Extranjeros,Mujeres,2021,66546.0
1576,28,0-15 años,Extranjeros,Mujeres,2020,66970.0
1577,28,0-15 años,Extranjeros,Mujeres,2019,62715.0
1578,28,0-15 años,% Extranjeros,Hombres,2021,12.85
1579,28,0-15 años,% Extranjeros,Hombres,2020,12.64
1580,28,0-15 años,% Extranjeros,Hombres,2019,11.85
1581,28,0-15 años,% Extranjeros,Mujeres,2021,12.87
1582,28,0-15 años,% Extranjeros,Mujeres,2020,12.69
1583,28,0-15 años,% Extranjeros,Mujeres,2019,11.87
1584,28,16-64 años,Españoles,Hombres,2021,1816835.0
1585,28,16-64 años,Españoles,Hombres,2020,1819532.0
1586,28,16-64 años,Españoles,Hombres,2019,1802900.0
1587,28,16-64 años,Españoles,Mujeres,2021,1882170.0
1588,28,16-64 años,Españoles,Mujeres,2020,1887871.0
1589,28,16-64 años,Españoles,Mujeres,2019,1874951.0
1590,28,16-64 años,Extranjeros,Hombres,2021,365625.0
1591,28,16-64 años,Extranjeros,Hombres,2020,365376.0
1592,28,16-64 años,Extranjeros,Hombres,2019,337049.0
1593,28,16-64 años,Extranjeros,Mujeres,2021,412235.0
1594,28,16-64 años,Extranjeros,Mujeres,2020,414106.0
1595,28,16-64 años,Extranjeros,Mujeres,2019,382171.0
1596,28,16-64 años,% Extranjeros,Hombres,2021,16.75
1597,28,16-64 años,% Extranjeros,Hombres,2020,16.72
1598,28,16-64 años,% Extranjeros,Hombres,2019,15.75
1599,28,16-64 años,% Extranjeros,Mujeres,2021,17.97
1600,28,16-64 años,% Extranjeros,Mujeres,2020,17.99
1601,28,16-64 años,% Extranjeros,Mujeres,2019,16.93
1602,28,65 y más,Españoles,Hombres,2021,487169.0
1603,28,65 y más,Españoles,Hombres,2020,487396.0
1604,28,65 y más,Españoles,Hombres,2019,477538.0
1605,28,65 y más,Españoles,Mujeres,2021,685171.0
1606,28,65 y más,Españoles,Mujeres,2020,682440.0
1607,28,65 y más,Españoles,Mujeres,2019,669620.0
1608,28,65 y más,Extranjeros,Hombres,2021,15797.0
1609,28,65 y más,Extranjeros,Hombres,2020,15054.0
1610,28,65 y más,Extranjeros,Hombres,2019,13032.0
1611,28,65 y más,Extranjeros,Mujeres,2021,24959.0
1612,28,65 y más,Extranjeros,Mujeres,2020,23848.0
1613,28,65 y más,Extranjeros,Mujeres,2019,20849.0
1614,28,65 y más,% Extranjeros,Hombres,2021,3.14
1615,28,65 y más,% Extranjeros,Hombres,2020,3.0
1616,28,65 y más,% Extranjeros,Hombres,2019,2.66
1617,28,65 y más,% Extranjeros,Mujeres,2021,3.51
1618,28,65 y más,% Extranjeros,Mujeres,2020,3.38
1619,28,65 y más,% Extranjeros,Mujeres,2019,3.02
1620,29,0-15 años,Españoles,Hombres,2021,123113.0
1621,29,0-15 años,Españoles,Hombres,2020,125153.0
1622,29,0-15 años,Españoles,Hombres,2019,126511.0
1623,29,0-15 años,Españoles,Mujeres,2021,116610.0
1624,29,0-15 años,Españoles,Mujeres,2020,118457.0
1625,29,0-15 años,Españoles,Mujeres,2019,120099.0
1626,29,0-15 años,Extranjeros,Hombres,2021,17393.0
1627,29,0-15 años,Extranjeros,Hombres,2020,17817.0
1628,29,0-15 años,Extranjeros,Hombres,2019,16675.0
1629,29,0-15 años,Extranjeros,Mujeres,2021,16519.0
1630,29,0-15 años,Extranjeros,Mujeres,2020,16807.0
1631,29,0-15 años,Extranjeros,Mujeres,2019,15696.0
1632,29,0-15 años,% Extranjeros,Hombres,2021,12.38
1633,29,0-15 años,% Extranjeros,Hombres,2020,12.46
1634,29,0-15 años,% Extranjeros,Hombres,2019,11.65
1635,29,0-15 años,% Extranjeros,Mujeres,2021,12.41
1636,29,0-15 años,% Extranjeros,Mujeres,2020,12.43
1637,29,0-15 años,% Extranjeros,Mujeres,2019,11.56
1638,29,16-64 años,Españoles,Hombres,2021,463676.0
1639,29,16-64 años,Españoles,Hombres,2020,461337.0
1640,29,16-64 años,Españoles,Hombres,2019,459456.0
1641,29,16-64 años,Españoles,Mujeres,2021,466559.0
1642,29,16-64 años,Españoles,Mujeres,2020,464026.0
1643,29,16-64 años,Españoles,Mujeres,2019,461876.0
1644,29,16-64 años,Extranjeros,Hombres,2021,90555.0
1645,29,16-64 años,Extranjeros,Hombres,2020,89334.0
1646,29,16-64 años,Extranjeros,Hombres,2019,83671.0
1647,29,16-64 años,Extranjeros,Mujeres,2021,99045.0
1648,29,16-64 años,Extranjeros,Mujeres,2020,98001.0
1649,29,16-64 años,Extranjeros,Mujeres,2019,91250.0
1650,29,16-64 años,% Extranjeros,Hombres,2021,16.34
1651,29,16-64 años,% Extranjeros,Hombres,2020,16.22
1652,29,16-64 años,% Extranjeros,Hombres,2019,15.41
1653,29,16-64 años,% Extranjeros,Mujeres,2021,17.51
1654,29,16-64 años,% Extranjeros,Mujeres,2020,17.44
1655,29,16-64 años,% Extranjeros,Mujeres,2019,16.5
1656,29,65 y más,Españoles,Hombres,2021,110561.0
1657,29,65 y más,Españoles,Hombres,2020,107671.0
1658,29,65 y más,Españoles,Hombres,2019,104967.0
1659,29,65 y más,Españoles,Mujeres,2021,142131.0
1660,29,65 y más,Españoles,Mujeres,2020,139070.0
1661,29,65 y más,Españoles,Mujeres,2019,135723.0
1662,29,65 y más,Extranjeros,Hombres,2021,24678.0
1663,29,65 y más,Extranjeros,Hombres,2020,24138.0
1664,29,65 y más,Extranjeros,Hombres,2019,23069.0
1665,29,65 y más,Extranjeros,Mujeres,2021,24811.0
1666,29,65 y más,Extranjeros,Mujeres,2020,24109.0
1667,29,65 y más,Extranjeros,Mujeres,2019,22792.0
1668,29,65 y más,% Extranjeros,Hombres,2021,18.25
1669,29,65 y más,% Extranjeros,Hombres,2020,18.31
1670,29,65 y más,% Extranjeros,Hombres,2019,18.02
1671,29,65 y más,% Extranjeros,Mujeres,2021,14.86
1672,29,65 y más,% Extranjeros,Mujeres,2020,14.77
1673,29,65 y más,% Extranjeros,Mujeres,2019,14.38
1674,30,0-15 años,Españoles,Hombres,2021,118916.0
1675,30,0-15 años,Españoles,Hombres,2020,119696.0
1676,30,0-15 años,Españoles,Hombres,2019,120792.0
1677,30,0-15 años,Españoles,Mujeres,2021,112152.0
1678,30,0-15 años,Españoles,Mujeres,2020,113104.0
1679,30,0-15 años,Españoles,Mujeres,2019,113863.0
1680,30,0-15 años,Extranjeros,Hombres,2021,20462.0
1681,30,0-15 años,Extranjeros,Hombres,2020,21183.0
1682,30,0-15 años,Extranjeros,Hombres,2019,20754.0
1683,30,0-15 años,Extranjeros,Mujeres,2021,19106.0
1684,30,0-15 años,Extranjeros,Mujeres,2020,19789.0
1685,30,0-15 años,Extranjeros,Mujeres,2019,19343.0
1686,30,0-15 años,% Extranjeros,Hombres,2021,14.68
1687,30,0-15 años,% Extranjeros,Hombres,2020,15.04
1688,30,0-15 años,% Extranjeros,Hombres,2019,14.66
1689,30,0-15 años,% Extranjeros,Mujeres,2021,14.56
1690,30,0-15 años,% Extranjeros,Mujeres,2020,14.89
1691,30,0-15 años,% Extranjeros,Mujeres,2019,14.52
1692,30,16-64 años,Españoles,Hombres,2021,422552.0
1693,30,16-64 años,Españoles,Hombres,2020,419811.0
1694,30,16-64 años,Españoles,Hombres,2019,417277.0
1695,30,16-64 años,Españoles,Mujeres,2021,416001.0
1696,30,16-64 años,Españoles,Mujeres,2020,413394.0
1697,30,16-64 años,Españoles,Mujeres,2019,411070.0
1698,30,16-64 años,Extranjeros,Hombres,2021,91635.0
1699,30,16-64 años,Extranjeros,Hombres,2020,91323.0
1700,30,16-64 años,Extranjeros,Hombres,2019,86403.0
1701,30,16-64 años,Extranjeros,Mujeres,2021,75351.0
1702,30,16-64 años,Extranjeros,Mujeres,2020,74984.0
1703,30,16-64 años,Extranjeros,Mujeres,2019,70993.0
1704,30,16-64 años,% Extranjeros,Hombres,2021,17.82
1705,30,16-64 años,% Extranjeros,Hombres,2020,17.87
1706,30,16-64 años,% Extranjeros,Hombres,2019,17.15
1707,30,16-64 años,% Extranjeros,Mujeres,2021,15.34
1708,30,16-64 años,% Extranjeros,Mujeres,2020,15.35
1709,30,16-64 años,% Extranjeros,Mujeres,2019,14.73
1710,30,65 y más,Españoles,Hombres,2021,98785.0
1711,30,65 y más,Españoles,Hombres,2020,97138.0
1712,30,65 y más,Españoles,Hombres,2019,95419.0
1713,30,65 y más,Españoles,Mujeres,2021,127756.0
1714,30,65 y más,Españoles,Mujeres,2020,125891.0
1715,30,65 y más,Españoles,Mujeres,2019,124238.0
1716,30,65 y más,Extranjeros,Hombres,2021,8012.0
1717,30,65 y más,Extranjeros,Hombres,2020,7548.0
1718,30,65 y más,Extranjeros,Hombres,2019,6970.0
1719,30,65 y más,Extranjeros,Mujeres,2021,7758.0
1720,30,65 y más,Extranjeros,Mujeres,2020,7390.0
1721,30,65 y más,Extranjeros,Mujeres,2019,6776.0
1722,30,65 y más,% Extranjeros,Hombres,2021,7.5
1723,30,65 y más,% Extranjeros,Hombres,2020,7.21
1724,30,65 y más,% Extranjeros,Hombres,2019,6.81
1725,30,65 y más,% Extranjeros,Mujeres,2021,5.72
1726,30,65 y más,% Extranjeros,Mujeres,2020,5.54
1727,30,65 y más,% Extranjeros,Mujeres,2019,5.17
1728,31,0-15 años,Españoles,Hombres,2021,48073.0
1729,31,0-15 años,Españoles,Hombres,2020,49000.0
1730,31,0-15 años,Españoles,Hombres,2019,49598.0
1731,31,0-15 años,Españoles,Mujeres,2021,45784.0
1732,31,0-15 años,Españoles,Mujeres,2020,46557.0
1733,31,0-15 años,Españoles,Mujeres,2019,47212.0
1734,31,0-15 años,Extranjeros,Hombres,2021,6609.0
1735,31,0-15 años,Extranjeros,Hombres,2020,6530.0
1736,31,0-15 años,Extranjeros,Hombres,2019,5860.0
1737,31,0-15 años,Extranjeros,Mujeres,2021,6326.0
1738,31,0-15 años,Extranjeros,Mujeres,2020,6175.0
1739,31,0-15 años,Extranjeros,Mujeres,2019,5596.0
1740,31,0-15 años,% Extranjeros,Hombres,2021,12.09
1741,31,0-15 años,% Extranjeros,Hombres,2020,11.76
1742,31,0-15 años,% Extranjeros,Hombres,2019,10.57
1743,31,0-15 años,% Extranjeros,Mujeres,2021,12.14
1744,31,0-15 años,% Extranjeros,Mujeres,2020,11.71
1745,31,0-15 años,% Extranjeros,Mujeres,2019,10.6
1746,31,16-64 años,Españoles,Hombres,2021,185854.0
1747,31,16-64 años,Españoles,Hombres,2020,185754.0
1748,31,16-64 años,Españoles,Hombres,2019,185837.0
1749,31,16-64 años,Españoles,Mujeres,2021,180944.0
1750,31,16-64 años,Españoles,Mujeres,2020,180976.0
1751,31,16-64 años,Españoles,Mujeres,2019,181003.0
1752,31,16-64 años,Extranjeros,Hombres,2021,28431.0
1753,31,16-64 años,Extranjeros,Hombres,2020,28174.0
1754,31,16-64 años,Extranjeros,Hombres,2019,25721.0
1755,31,16-64 años,Extranjeros,Mujeres,2021,27575.0
1756,31,16-64 años,Extranjeros,Mujeres,2020,27384.0
1757,31,16-64 años,Extranjeros,Mujeres,2019,24996.0
1758,31,16-64 años,% Extranjeros,Hombres,2021,13.27
1759,31,16-64 años,% Extranjeros,Hombres,2020,13.17
1760,31,16-64 años,% Extranjeros,Hombres,2019,12.16
1761,31,16-64 años,% Extranjeros,Mujeres,2021,13.22
1762,31,16-64 años,% Extranjeros,Mujeres,2020,13.14
1763,31,16-64 años,% Extranjeros,Mujeres,2019,12.13
1764,31,65 y más,Españoles,Hombres,2021,57493.0
1765,31,65 y más,Españoles,Hombres,2020,56823.0
1766,31,65 y más,Españoles,Hombres,2019,55790.0
1767,31,65 y más,Españoles,Mujeres,2021,71948.0
1768,31,65 y más,Españoles,Mujeres,2020,71421.0
1769,31,65 y más,Españoles,Mujeres,2019,70555.0
1770,31,65 y más,Extranjeros,Hombres,2021,1005.0
1771,31,65 y más,Extranjeros,Hombres,2020,945.0
1772,31,65 y más,Extranjeros,Hombres,2019,825.0
1773,31,65 y más,Extranjeros,Mujeres,2021,1495.0
1774,31,65 y más,Extranjeros,Mujeres,2020,1458.0
1775,31,65 y más,Extranjeros,Mujeres,2019,1221.0
1776,31,65 y más,% Extranjeros,Hombres,2021,1.72
1777,31,65 y más,% Extranjeros,Hombres,2020,1.64
1778,31,65 y más,% Extranjeros,Hombres,2019,1.46
1779,31,65 y más,% Extranjeros,Mujeres,2021,2.04
1780,31,65 y más,% Extranjeros,Mujeres,2020,2.0
1781,31,65 y más,% Extranjeros,Mujeres,2019,1.7
1782,32,0-15 años,Españoles,Hombres,2021,15483.0
1783,32,0-15 años,Españoles,Hombres,2020,15616.0
1784,32,0-15 años,Españoles,Hombres,2019,15912.0
1785,32,0-15 años,Españoles,Mujeres,2021,14520.0
1786,32,0-15 años,Españoles,Mujeres,2020,14728.0
1787,32,0-15 años,Españoles,Mujeres,2019,15031.0
1788,32,0-15 años,Extranjeros,Hombres,2021,893.0
1789,32,0-15 años,Extranjeros,Hombres,2020,915.0
1790,32,0-15 años,Extranjeros,Hombres,2019,808.0
1791,32,0-15 años,Extranjeros,Mujeres,2021,909.0
1792,32,0-15 años,Extranjeros,Mujeres,2020,926.0
1793,32,0-15 años,Extranjeros,Mujeres,2019,806.0
1794,32,0-15 años,% Extranjeros,Hombres,2021,5.45
1795,32,0-15 años,% Extranjeros,Hombres,2020,5.54
1796,32,0-15 años,% Extranjeros,Hombres,2019,4.83
1797,32,0-15 años,% Extranjeros,Mujeres,2021,5.89
1798,32,0-15 años,% Extranjeros,Mujeres,2020,5.92
1799,32,0-15 años,% Extranjeros,Mujeres,2019,5.09
1800,32,16-64 años,Españoles,Hombres,2021,82085.0
1801,32,16-64 años,Españoles,Hombres,2020,82742.0
1802,32,16-64 años,Españoles,Hombres,2019,83723.0
1803,32,16-64 años,Españoles,Mujeres,2021,82030.0
1804,32,16-64 años,Españoles,Mujeres,2020,82578.0
1805,32,16-64 años,Españoles,Mujeres,2019,83439.0
1806,32,16-64 años,Extranjeros,Hombres,2021,6056.0
1807,32,16-64 años,Extranjeros,Hombres,2020,5899.0
1808,32,16-64 años,Extranjeros,Hombres,2019,5431.0
1809,32,16-64 años,Extranjeros,Mujeres,2021,6780.0
1810,32,16-64 años,Extranjeros,Mujeres,2020,6565.0
1811,32,16-64 años,Extranjeros,Mujeres,2019,5957.0
1812,32,16-64 años,% Extranjeros,Hombres,2021,6.87
1813,32,16-64 años,% Extranjeros,Hombres,2020,6.65
1814,32,16-64 años,% Extranjeros,Hombres,2019,6.09
1815,32,16-64 años,% Extranjeros,Mujeres,2021,7.63
1816,32,16-64 años,% Extranjeros,Mujeres,2020,7.36
1817,32,16-64 años,% Extranjeros,Mujeres,2019,6.66
1818,32,65 y más,Españoles,Hombres,2021,41321.0
1819,32,65 y más,Españoles,Hombres,2020,41292.0
1820,32,65 y más,Españoles,Hombres,2019,41100.0
1821,32,65 y más,Españoles,Mujeres,2021,53727.0
1822,32,65 y más,Españoles,Mujeres,2020,54061.0
1823,32,65 y más,Españoles,Mujeres,2019,54275.0
1824,32,65 y más,Extranjeros,Hombres,2021,657.0
1825,32,65 y más,Extranjeros,Hombres,2020,614.0
1826,32,65 y más,Extranjeros,Hombres,2019,548.0
1827,32,65 y más,Extranjeros,Mujeres,2021,762.0
1828,32,65 y más,Extranjeros,Mujeres,2020,714.0
1829,32,65 y más,Extranjeros,Mujeres,2019,621.0
1830,32,65 y más,% Extranjeros,Hombres,2021,1.57
1831,32,65 y más,% Extranjeros,Hombres,2020,1.47
1832,32,65 y más,% Extranjeros,Hombres,2019,1.32
1833,32,65 y más,% Extranjeros,Mujeres,2021,1.4
1834,32,65 y más,% Extranjeros,Mujeres,2020,1.3
1835,32,65 y más,% Extranjeros,Mujeres,2019,1.13
1836,34,0-15 años,Españoles,Hombres,2021,9054.0
1837,34,0-15 años,Españoles,Hombres,2020,9190.0
1838,34,0-15 años,Españoles,Hombres,2019,9313.0
1839,34,0-15 años,Españoles,Mujeres,2021,8565.0
1840,34,0-15 años,Españoles,Mujeres,2020,8691.0
1841,34,0-15 años,Españoles,Mujeres,2019,8824.0
1842,34,0-15 años,Extranjeros,Hombres,2021,684.0
1843,34,0-15 años,Extranjeros,Hombres,2020,668.0
1844,34,0-15 años,Extranjeros,Hombres,2019,637.0
1845,34,0-15 años,Extranjeros,Mujeres,2021,582.0
1846,34,0-15 años,Extranjeros,Mujeres,2020,576.0
1847,34,0-15 años,Extranjeros,Mujeres,2019,544.0
1848,34,0-15 años,% Extranjeros,Hombres,2021,7.02
1849,34,0-15 años,% Extranjeros,Hombres,2020,6.78
1850,34,0-15 años,% Extranjeros,Hombres,2019,6.4
1851,34,0-15 años,% Extranjeros,Mujeres,2021,6.36
1852,34,0-15 años,% Extranjeros,Mujeres,2020,6.22
1853,34,0-15 años,% Extranjeros,Mujeres,2019,5.81
1854,34,16-64 años,Españoles,Hombres,2021,47648.0
1855,34,16-64 años,Españoles,Hombres,2020,48424.0
1856,34,16-64 años,Españoles,Hombres,2019,49271.0
1857,34,16-64 años,Españoles,Mujeres,2021,45232.0
1858,34,16-64 años,Españoles,Mujeres,2020,45775.0
1859,34,16-64 años,Españoles,Mujeres,2019,46324.0
1860,34,16-64 años,Extranjeros,Hombres,2021,2798.0
1861,34,16-64 años,Extranjeros,Hombres,2020,2742.0
1862,34,16-64 años,Extranjeros,Hombres,2019,2497.0
1863,34,16-64 años,Extranjeros,Mujeres,2021,3008.0
